dataset,exercise_set,question,answer,grade,min_grade,max_grade,subject,exercise_type,isced_level,language,rubric,desired_answer,metadata
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الالكترونية، يتم فيه حصول المجرم على فوائد مادية و معنوية مع تحميل الضحية الخسارة .,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هو سلوك غير قانوني يتم باستخدام الأجهزة الالكترونية ) الهاتف، الكمبيوتر( يتمثل باختراق النظام و يحمل المتضرر خسارة مادية و معنوية، و يكون غالبا الهدف منها القرصنة لأجل سرقة أو اتلاف المعلومات .,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي كل سلوك أو نشاط غير قانوني ، باستعمال الأجهزة الإلكترونية كالهاتف أو الكمبيوتر ، يريد بها المجرم الحصول على فوائد مادية أو معنوية مع تحميل الضحية الخسائر .,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,سلوك غير قانوني يقوم به شخص باستعمال أدوات إلكترونية قصد الحصول على فائدة مادية أو معنوية و ذلك عن طريق تعدي غير قانوني ينتج عنه إما سرقة أشياء مادية أو أضرار معنوية أو تمديدات أو تجسس.,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هو كل سلوك غير قانوني يتم بإستخدام الأجهزة الإلكترونية (كمبيوتر، هاتف محمول و الأنترنت) يقوم من خلاله المجرم بالحصول على فوائد مادية أو معنوية و تحميل الضحية خسائر و غالبا يقوم المجرم بسرقة أو إتلاف المعلومات .,5,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي سلوك غير قانوني يعتمد على إستعمال الأجهزة الإلكترونية تكون فيها منفعة للجهة القائمة بالجريمة و تقابلها خسارة مادية أو معنوية للضحية .,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي كل سلوك غير قانوني يتم عن طريق الأجهزة الإلكترونية يستخدمها المجرم لأخذ فوائد مادية و معنوية و يفعل بالمستخدم ضحية .,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي جريمة تقع بإستخدام أدوات إلكترونية بطريقة غير قانونية للتحصل على أمور مادية أو معنوية من شخص و يقابله خسائر مادية أو معنوية .,3,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي كل سلوك غير قانوني يتم بإستخدام الأجهزة الإلكترونية و الأنترنت، يحصل المخترق منها على فوائد مادية أو معنوية ، بينما تحمل الضحية الخسائر .,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي سلوك غير قانوني يتم بإستعمال الأجهزة الإلكترونية و الأجهزة الحديثة تعود بالفائدة على من يقوم بها و تسبب أضرارا لأطراف أخرى و أكثرها التي تتعلق بالاختراق و القرصنة التي تؤدي إلى تخريب البيانات .,3,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي كل سلوك غير قانوني بإستخدام الأجهزة الإلكترونية سواءا كان هاتف أم حاسوب و ذلك عن طريق الانترنت و يترتب عن ذلك فوائد مادية لمصلحة المخترق مع تكليف الضحية خسائر غالبا .,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هو سلوك غير قانوني يتم فيها إستعمال أجهزة إلكترونية و الحصول على فوائد مادية أو غير مادية .,2,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي كل فعل قانوني يتم عن طريق الأجهزة الإلكترونية .,1,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هو كل سلوك غير قانوني يتم بإستخدام التقنيات الحديثة و يكلف الضحية خسائر كبيرة .,2,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي فعل غير قانوني يتم بإستخدام الأجهزة الإلكترونية يستفيد فيه المجرم من أرباح مادية أو معنوية مقابل خسارة للضحية غالبا ما يكون هدفه الحصول على البيانات أو إتلافها .,5,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي سلوك غير قانوني يتم إستهلاك الأجهزة الإلكترونية ، ينتج من خلاله فوائد مادية و معنوية على المجرم و خسائر على الضحية .,3,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هو عملية غير قانونية يرتكبها فرد أو جماعة أفراد بإستخدام أدوات و أفكار في علم المعلوماتية ، سرقة أو إختراق الأنظمة .,3,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي نشاط غير قانوني يتم عبر الاجهزة الالكترونية بفائدة سرقة او تخريب المعلومات حيث ينتج عنها خسارة للضحية سواء ماديا او معنويا,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هو سلوك غير قانوني لاختراق مستخدمي الحاسوب للاستيلاء على معلوماتهم الشخصية واستعمالها لأغراض أخرى. ,2,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,جرائم تقع بواسطة الانترنت أو فيها بواسطة اشخاص او تنظيمات لهدف سرقة بيانات، تخريب نظام، مواجهة اشخاص او جهات…,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي سلوك غير قانوني في اختراق الأنظمة بإستخدام الوسائل الالكترونية) الانترنت، المحمول، الكمبيوتر( يهدف المجرم الى الاستغلال المادي و المعنوي و يحمل الضحية خسائر مقابلة، يقوم المجرم بالتطلع أو سرقة المعلومات السرية. ,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي كل سلوك غير قانوني يتم باستخدام الوسائل الالكترونية (الأجهزة) حيث يحصل المجرم على  فوائد المادية و معنوية و قد يلحق الضرر بالضحية لهدف  سرقة المعلومات أو إتلافها أو الإطلاع عليها. ,5,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي ممارسة غير قانونية تتم عن طريق الأجهزة الذكية و يقوم فيها المجرم بمضايقة و إحراج المستخدم لتحقيق أهداف شخصية ,3,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هو كل سلوك يعاقب عليه القانون يحدث بواسطة الأنترنيت.,1,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,أساليب و أفعال غير قانونية تستهدف الحواسيب والبرامج الالكترونية بواسطة الهواتف النقالة والانترنت هدفها أخذ أو تغيير أو اتلاف المعلومات و كذا التجسس على الأفراد و تشويه سمعتهم مقابل ربح مادي.,4,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام أجهزة الكترونية (هاتف ذكي , أنترنت) ينتج عنه الحاق ضرر و أذى لشخص ما عن عمد و يتحصل فيه المجرم على عائد مادي أو معنوي , غالبا ما يكون الهدف من هذه الجرائم هو اتلاف أو سرقة المعلومات .",5,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي سلوك غير قانوني يتم باستخدام الوسائل الالكترونية) الهاتف ، الكمبيوتر، الانترنت( ينتج عنه استفادة المجرم من المعلومات الشخصية مع خسارة مقابلة للضحية وينتج عنه سرقة معلومات والقرصنة.,5,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
arasag,10,عرف مصطلح الجريمة الإلكترونية ,هي سلوك اجرامي يعاقب عليه القانون يتم باستخدم أجهزة إلكترونية الهاتف الحاسب الالي إلى اخره بهدف إلى اختراق لغرض التشهير بالضحية.,3,0.0,5.0,cybercrimes,short_answer,7,arabic,,هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها,"{""question_type"": ""عرف المصطلح العلمي""}"
