dataset,exercise_set,question,answer,grade,min_grade,max_grade,subject,exercise_type,isced_level,language,rubric,desired_answer,metadata
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A animal possui parede celular e a vegetal não,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A diferença  é  que a célula vegetal da célula  animal é a parede celular e os cloropastos,3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Animal não tem cloropasto e as paredes celulares são diferentes,vegetal tem elas",1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal possui parede celular, que serve como uma proteção a mais, vacuolo para armazenamento, cloroplasto para realizar fotossintese, além dos componentes básicos, o citoplasma, o núcleo e a membrana plasmática, que existem na célula animal.",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal é mais simples,  enquanto  a animal é mais complexa.",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Forma, parede celular (vegetal), a celula vegetal tem vacúolos.",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal e do ser vivo.celula vegetal            é da planta,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A celula vegetal possui parede celular e a animal não,3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A principal diferença é que a célula vegetal possui parede celular, pois precisa de mais rigidez.",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A membrana plasmática e a ausência de núcleo,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal ela n possue parede celular e a vegetal simb,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a célula animal é a célula dos humanos e animais e a vegetal e de plantas e a vegetal tem uma substância que ajuda na fotossíntese,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal possui uma membrana mais fina e o animal mais grossa.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"na célula vegetal, além da membrana plasmática, possui uma 'parede' que reveste ela por fora, externamente.",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A animal tem mais organelas,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Celula vegetal tem mais coisas que as outras,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal é mais complexa pois tem mais estruturas celulares.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Que ela tem tipos de organelas diferentes,1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a célula animal é a célula que nos compõe é a célula vegetal é a célula que compõe as plantas,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Célula animal tem núcleo definido, já a vegetal não",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Célula animal somente o animal e a vegetal os humanos e os vegetais,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Na célula animal, tem mais informações e mais conteúdo do que na de na vegetal",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A presença de vacúolos,1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A diferença delas é a parede celular, váculo e plasto",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A diferença entre a célula animal e a vegetal é que ná vegetal não tem membrana plasmática nem centríolo,1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal tem parede celular, cloropasto e vacuolo.",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Uma ha vacuolos, plastos e parede celular e outra não",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal possui algumas estruturas diferentes, como por exemplo os cloroplastos.",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal possui parede celular e a animal não,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Vegetal: Possui camada celular, vacúolo, cloroplasto, e os demais da animal exceto pela mitocôndria e lisossomo.
\
Animal: Vacúolo, complexo golgiense, núcleo, mitocôndria, nucléolo, membrana plasmática, lisossomo, citoplasma.",1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"As celular vegetais possuem parede celular, mas não possuem libossomos nem centríolos, mas a celula animal possui",1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Aa celula animal não possui parede celular ou croropastos.,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Nas principais diferenças são estruturas e formas, a parede celular, as organelas e etc....",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A animal possui lisossomos, ribossomos complexo de Holgi e etc. Enquanto a vegetal tambem possui algumas dessas caracteristicas mas tambem possui parede celular e cloropasto para a resistência e fotossintese",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal é composta por organelas iguais a da célula vegetal mas a célula vegetal tem diferentes mecanismos para sua sobrevivência vegetal,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal possui cloroplastos, parede celular e algumas organelas diferentes das da célula animal",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A celula animal ela é mais complexa e esta nos animais já a celula vegetal esta nos vegetais,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A celula animal tem parede celular , e a vegetal não",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A celula vegetal nao tem nucleo,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal é formada por diferentes tipos de organelas das células vegetais.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,As célula animais e vegetais se diferem muito entre suas estruturas,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Qual a diferença entre a célula animal e a célula vegetal?,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Resposta correta,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a animal é mais complexa que a vegetal,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A celula animal e que tem no animal. E o vegetal e nas plantas.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula animal é bipartida, ela consegue se regenerar. A célula vegetal não se biparte",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a celula animal é a mais burra e a vegetal é vegetariana,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Célula animal: astral, cêntrica, célula dívida centrípeta.
\
 
\
Célula vegetal: anastral, acêntrica, centrífuga",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal vem da célula do animais e a vegetais das plantas.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A animal caça e a vegetal faz fotossíntese,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Celula animal mais complexa, a vegetal tem funções bem diferentes da celula animal",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Uma é unicelular e outra é bicelular,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A celula vegetal armazena amido e animal o glicogênio,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula animal é unicelular, já célula vegetal tem mais de um núcleo, ou seja, ela é policelular.",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Células animais: 
\
- Não possuem parede celular;
\
- Formato redondo e irregular.
\
\
Células vegetais:
\
- Possuem parede celular;
\
- Formas fixas e retangulares.",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A animal e viva que não se auto reproduzem  
\
E a vegetal e viva também mas se reproduzem inconsciente",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal contem cloropastos,1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A presença de parede celular,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A diferença entre a célula vegetal e celular é que a célula vegetal produz uma substância cujo da sua coloração verde ( cloroplasto ).,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A presença de parede celular e de cloropastos,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a celula vegetal tem parede celular e cloroplasto e a celula animal tem membrana plamática,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,As células vegetais possuem parede celular,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal tem o DNA e a célula vegetal tem o RNA.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,celula animal se reproduz e a vegetal faz a fotossíntese,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal tem cloropasto,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal tem cloroplastos e parede celular diferente da animal.,3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A vegetal contém cloroplastos e a animal não,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Célula animal, possui DNA, e a célula vegetal não possui.",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a célula vegetal tem parece celular e a animal não.,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A diferença entre a célula animal e a vegetal é que, a vegetal possui cloroplasto, já a animal não.",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Q célula vegetal tem parede celular,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Q célula vegetal tem parede celular,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Q célula vegetal tem parede celular,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal não produz cloroplasto e a vegetal produz cloroplasto,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal possui parede celular, diferente das animais que possuem a membrana plasmática",1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,igul,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,célula vegetal tem cloroplasto célula animal não tem .,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula animal, é eucarionte, heterotrófica, já os vegetais são seres autotróficos e procariontes",1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A vegetal é Procarionte (não possui carioteca) e a animal é Eucarionte (possúi carioteca).,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal são as células dos animais e são adeptos para os animais e a célula vegetal é as células para os vegetais.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal e a animal são eucariontes, porem possuem suas diferenças, primeiramente é a sua estrutura e forma, segundamente é a sua parede celular, e por ultimo, são suas organelas",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal tem parede celular,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula animal tem sua composição organizada, e já a célula vegetal tem o citoplasma desorganizado.",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal apresenta parede celular , já a célula animal , não .",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Nos podemos destacar entre as diferentes, a parede celular e os plastos",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"As diferenças são: na estrutura e forma, na parede celulare nas organelas",1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"As diferenças entre elas são  a estrutura , formato , e componentes que constitui a célula!",1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"É a presença de vacúolos, plastos e parede celular.",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Uma tem cloroplastos e a outra não.,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Na célula vegetal a parede da membrana plasmática é formado por celulose diferente da célula animal.,1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A diferença é que uma tem membrana plasmática e a outra tem somente um “oco”,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Eucarionte e procarionte,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal possui membrana plasmática e a animal não.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Membrana plasmatica,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal possui membrana plasmática e uma parede que a reveste externamente. A célula animal é ao contrário.,1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Isolamento do material genético,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal é eucarionte e tem membrana plasmática e a célula vegetal tem parede celular,1.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A diferença é que uma é vegetal e a outra é animal,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Nos vegetais, a célula apresenta, além da membrana plasmática, uma parede que a reveste externamente. Formada principalmente por celulose, essa parede celular garante maior resistência à célula vegetal, evitando a ruptura pela entrada de água. ... No citoplasma, algumas organelas são comuns às células vegetais e animais",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a celula vegetal é procarionte e a animal é eucarionte.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Animal possui carioteca já a vegetal não,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a célula vegetal tem membrana plasmática e a anima não,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Isolamento do material genético,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a celula vegetal é procarionte e a animal é eucarionte,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal, além da membrana plasmática, possui uma parede que a reveste externamente.",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"Tem formatos e organelas diferentes, alem da parede celular que a celula vegetal apresenta",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A celula animal tem membrana plasmática, ja a célula vegetal não",0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal possui cloroplastos e a animal não.,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal possui cloroplasto, permitindo a fotossíntese, já a célula animal não possui.",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula animal se localiza no animal e a célula vegetal se localiza nos vegetais,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal possui parede celular,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal possui cloroplastos e a animal não,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A célula vegetal possui o cloroplasto enquanto a animal não,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,Celula vegetal tem parede celular e a celula animal não,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a celula animal nao tem parede celular e a vegetal tem,2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal tem parede celular, e a celula animal, e a celula animal não tem.",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula animal possui 
\
A célula vegetal possui parede celular e faz fotossíntese",2.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,a célula vegetal possui parede celular e a animal não. A vegetal possui cloroplastos,3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,"A célula vegetal possui a organela cloroplastos e parede celular, enquanto as animais não.",3.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A vegetal é amido e a animal é glicose,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
ptasag2018,36,Qual a diferença entre a célula animal e a célula vegetal?,A membrana plasmática é diferente. Acho eu.,0.0,0.0,3.0,biology,short_answer,3,portuguese,,,
