text_id_kaggle,full_text,gender,grade,race_ethnicity,num_words,num_words2,num_words3,num_sent,num_para,num_word_div_para,MTLD,TTR,Type,Token,task,SES,prompt,Overall,Cohesion,Syntax,Vocabulary,Phraseology,Grammar,Conventions,set
2C681168A674,"Certian school districts allow a program in high school in which students could graduate a year early. But do you think that it is a good idea to graduate in three years insted of four years? Well yes it's a good idea ,there is nothing wrong with gradutating in three years .Maybe he or she just wants to get over high school and start working .Or others just want to start a year early of college .

Some students want to graduate early because they want to start working and making money. They just want to start making moeny and start buying the things they need .There is nothing bad with going into the work force a year early ,students may not like school and just decide to gradute in three years so they can go stright into work field,Everyother student has a diffrent mind set .

High schoolers also would want to gradute early to start off with their college classes,colleges classes are hard and some students just want to finish and complet certian classes they want .Colleges give out alot of work and its hard ,and its not a bad idea to gradute a year early just to start off with your college classes .You get done with like three classes and college wont be as challenging and hard. Students just think ahead and take the option of only taking three years of high school ,and it pays off towrds the end.

Other students take the three years because they dont like school and just want to get finished and complet with high schoool .Other students do it because some have to take care of their families or other students had a child and have to work for that child .Everyone has a diffrent mindset and they all think diffrently from one another.

Taking three year of high school is helpful and good ,But taking 4 years is better because you get a better education and you can get scholorships from colleges .You can also finish you colleges classes in high school and you get more help ,taking four years in high school is helpful too .

I've given you the best ideas on why its good to take three years of high school. It can help out to finish colleges classes sooner .It helps getting into the work foce earlier . Provides money and you can help your family out .We all have diffrent mind sets and think diffrently, but choose whats best for you ,think about your future and think what is the best for you , and i wish you the best of luck in life .                ",Male,11,Hispanic/Latino,427,440,442,12,6,73.66666667,40.6,36.36363636,160,440,Independent,Economically disadvantaged,Three-year high school program,3,3,2,2.5,3,2.5,2.5,train
2C76B87A843F,"Choosing me to visit your business, will help me be a better cooker. Since, it will allow me to prepare for my future. Also, it will help me learn more about cooking. Finally, your business will inspire me to accomplish my goal. Despite this valid reasons. Some people argue that it's not important for me to visit your business, because it's a waste of time. However, if I don't prepare my self for the future, I would not know what I am going to go through. Ultimately, going to your business is a great opportunity for me to get prepared, to improve my learning, and to feel inspired.

First, in order to become a cooker, it is important to be prepared for all the circumstances that the work contains. Also, it gives knowledge about what we are confronting. Case in point, having the opportunity to visit you business, will allow me to prepare for when it is my turn to be in the the kitchen. Furthermore, in the future I will have a better understanding of what cookers have to go through. Clearly, being prepared would help me in the future, and will improve my way of learning.

Additionally, it will also help me learn more about how to become a professional cooker and will improve my abilities in the kitchen, by learning other peoples way of cooking. For example, exploring your business, will allow me to observe and learn, the skills that some employees apply to their work. As a result, learning new techniques will improve my way of cooking. Obviously, learning develops my abilities and inspires me towards my goal.

Lastly, visiting your business can implement my decision of becoming a great cooker. It is important to have inspiration on what we want to accomplish. In particular, observing the passion that each cooker applies to their work, will inspire me to continue with my goal of becoming a professional cooker. Therefore, it's important to be inspired by people who are good at their work. Plainly, inspiration, is a key motivation for the future.

Some people say that it's not important for me to visit your business, because it's a waste of time. This idea is inaccurate. For instance, if I don't visit your company I would not have the opportunity to prepare my self for the future. Also, I will not have any idea of what I'm going to go through. Moreover, choosing me to go and visit your business, will allow me to be prepared. Undoubtedly, going to your business will help me in different ways.

To conclude, visiting your business will be helpful for my future. It will give me the opportunity to prepare my self. I will be able to learn and improve my abilities of cooking. Moreover, it will motivate me to reach my goals. Although, some people say that it's not important to be prepared for the future; since, it takes away time. Furthermore, it is important for me to be prepared. Therefore, attending your business will help me improve, learn, and inspire me to reach my goal. ",Female,11,Hispanic/Latino,463,524,515,35,6,85.83333333,44.88177816,30.91603053,162,524,Independent,Not economically disadvantaged,Internships and shadowing,4,3.5,4,3.5,4,4,4,train
2C7750B811F3,"Dear Mr. Principal,

My name is STUDENT_NAME. I think you should make the community service an elective for the 8 grade students you can give them a high school credit and for the 7th grade you can just give them a good grade.

Other thing that you can do is to tell the people that want to help to came in the afternoon then tell them to tell their friends to came that you will give them an extra grade.

You can make an enouncement with their parents telling the parents about the community service I know that the parents will tell them to do it because hey can make every thing they want in the week end. You can send a letter but not giving it to the students send an email or something like that but never give ti to the student because they will trough it in the trash.

You can make a field trip to an elementary school or to a hospital and you can help the people first then tell them too. For the students that wants to be a teacher they will be happy if you take them to an elementary school and for the students that want to be a doctor they will be happy helping in the hospital. There are too much different way to tell the to help the community. Other thing that you can do is to call a person that helps the community to give them an speech or something like that.

Sincerely: STUDENT_NAME",Female,8,Hispanic/Latino,251,255,255,11,6,42.5,39.91674473,39.21568627,100,255,Independent,Economically disadvantaged,Community service,3,3,3,4,3,2.5,3.5,train
2C7A6E04F7D0,"Accomplish more or Inactivity

Do you think that we accomplish more if we are always doing something, or dose inactivity also sever a purpose. I feel like that we do a lot if we are always doing something and not inactivity. while some may argue if inactivity have a purpose in this I think not, I believe that we can do a lot and accomplish more if we are always doing something because you might want different options from different people, two or more people work better then just one, and you don't have to worry about doing all the work on your self and be worrying about finishing it on time.

Firstly, do you think having different options or opinion would help you accomplish more things? In my own opinion I think having a different opinion and opinion is better why, because someone else way might be better or faster to finish on whatever you are working on secondly, always having a second person while wanting to accomplishing something is better. why because one person might think differently then the other. Like if you worked with someone that was form a different country or state and they did the opposite of what you where doing but it was much faster you would like to learn how they do on whatever they did to finish faster. work could be faster and earlier accomplished by doing it and working it out.

Lastly, accomplishing on whatever you may be working on may help you and the person that you will be working with. I think with accomplishing work you could discover something new or something you didn't know about, and might be good that you would like to share it with you priers and other important people around your area.

In contrast, some people believe that that not being inactivity would help you better you self and accomplish more but I think not. Why because, I believe we accomplish more if we are doing something and working on it because it might get you somewhere in life or better you future and help you in the long run. By sitting down and doing some of the work might not get you as far as the person that accomplish it and will be so much better then the person the accomplished some of the work. This is why I believe doing something and learn more will you more and accomplish more in the long run.       ",Male,11,Hispanic/Latino,442,414,412,14,5,82.4,45.66666667,31.88405797,132,414,Independent,Not economically disadvantaged,Being busy,2.5,3,3,3,3.5,2.5,3,train
2C8802241F51,"Doing More Work

I think Thomas Jefferson quote he wrote ""Determine never to be idle it is wonderful how much may be done if we are always doing"" is right. I think that we accomplish more if we getting the work done faster working hard, and getting more people to always to work on it.

Getting the work done faster can help. if we are working all day faster and faster we might get tired but people could get more stuff done. If we are building a house and we work on it everyday but some people are just working slow as they can it can take them a year and two but if they were going to work and working faster and faster they could get more done and even get more house to work on. Some people might say that even if I'm working hard I still fail or just done accomplish of what I'm trying to get but if that happens to me I would work harder and faster so I don't fail and and I would accomplish what I'm trying to get.

If you are working hard and always working you are going to get what your trying to accomplish. Working hard mean actually doesn't mean you have to wake up in the morning a go work all you have to do is when you go to work work hard and work all your effort. Some people say that I don't have to work hard to get what I want well in my point is if its a long time goal why not make it short term goal and work hard and hard. If its a short term goal finish it in a day if you believe yourself.

Sometimes working alone can get boring and upsetting. I like to work with people that are happy and believe in there self, and they can get somewhere in there life. People like to work there friends that can distract them from what they are doing and they won't be able to focus on what they are doing. Even getting people to work can make everything easy and get the work done and get what you want to accomplish faster.

Conclusion I think that getting the work done faster and working hard can mange what you do and can get more work and you can get what u want get what u accomplish by working hard and faster. If your always working and your giving you best effort your gonna get to what u want and more.",Male,11,White,463,436,428,16,6,71.33333333,29.69740583,30.96330275,135,436,Independent,Economically disadvantaged,Being busy,2.5,2.5,2.5,2.5,2.5,3.5,2.5,train
2C94D8BCF2F9,"How can we judge a person without know that person?

In the world there is many people different races,different social levels but everyone on this society is the same.

The people can be really nice if you take the time to know them.

When a person take enough time to know you and try to make a god relationship with you it would change what he or she thinks about you it can change his perspective about you, Some societies judge you because dont Know what kind of people you are and that is because those society dont take the time to look your personality they look at your society conditions and that is bad because it doesnt describe you. In addition if a person is at the lowest point of the society we dont have to judge how munch money they have we got to analyze his personality.

An example of this is like when somebody get into a store and that person is not wearing clean and good stuffs we dont have to say that person is a drug addicted maybe that person came from his work to buy something for wife that is something that we got to think.

The society can not classify anybody or generalize .

All the people has different kinds of mind some people say that the poor people is not educated that they are animals just because they heard something bad about them. That is wrong because all the people is not the same as god people is on this world, bad people is too maybe because somebody did a bad action all that kind of his people is bad too everyone is responsible by his own actions.

An example of this is like when a Mexican make a mistake doesnt mean that all the Mexicans are bad, that action says that he was bad but not everyone was bad.

Another big example is Generic_School in this school there is many Hispanic people as i, just because a person did something bad doesnt mean that all the Hispanic people does that too.

If we help we can change a bad perspective about a person.

All the people always got his own problems, some people is going throw bad moment, because we are humans we are not machines that make everything perfect.

an example is like when somebody had a bad day and you see that person by the first time in your life then that person do something wrong we can not say that person is a dumb just because he made a mistake we can not say that about somebody else, we can help that person talk with that person and provide our to the person who need it that will help to change our perspective and success as a person.

All the people has to have a second chance.

The society that we are is a society comprehensive where you as person can make everything possible, you give a second impression about yourself even if you did a person that gave a bad first impressions.

An example of this is when a person go out from the jail(everybody says that the people that come from the jail gonna be bad but i don think so,maybe that person went to the jail because he made a big mistake thats bad yes)and that person try to fix his life and try to make himself a god person for the society i as person would give a second chance to that person to show me that he changed a wanna success on his life, that would be really nice.

Conclusion:

Everyone can change his first impressions of a person giving a opportunity to show that he is a god person even if he did a mistake he would be god for the society. ",Male,12,Hispanic/Latino,597,645,640,18,17,37.64705882,40.50401253,30.3875969,196,645,Independent,Economically disadvantaged,First impressions,2,2.5,2.5,2.5,2,2,2,train
2C9EA803FF3A,"Success comes from failure and failure occurs when something doesn't happen.

As I think and based on my experience I am agree with the statement of Ralph Waldo Emerson, because when someone don't do anything they will never get to the success and can't achieve any skills, so its important to mastered and have skills in your life.

everyone should have skills in more than one because life is hard and without trying more it will become more harder.

As Emerson says:

""you will never grow""

it means that no succeed is possible without skills in different things.

If someone doesn't know anything without their profession in daily life, what do you think will it be easy for him to live like that?

Off course not, because life need everything and we will face hardships too and for being successful in our life we have to know everything and try everything beside that we have mastered.

For example:

someone has skills in engineering but they don't get any job and he want to start his personal business in which he doesn't have any skills, we know that it will be difficult for him to start because he doesn't know anything about business, so if he try and make a way for his business then he will get skills.

Our skills in more then one profession make us famous and shows our personality to other people and makes us more responsible in our life.

Getting mastered in more then one will make you famous and successful.

Life does not remain in one situation and life is going to change in every second.

Also humans are not same as well because everyone is getting older day by day so who knows what will happen next without Allah.

For example:

Everyone of us need to do different tasks and get our skills but beside that our life also need skills for our future generation and it is very important for every human being to have skills in their life because they have to show the right and wrong ways to their children.

If you are a skillful person then everyone will want to meet you because everyone need to know from the person who is mastered and you will become famous and fame is the way to success and without trying noting success is way too much hard.

Knowledge doesn't ends because it's like a sea and sea doesn't stop.

All of human beings needs to learn and they must learn.

knowledge is not just a book and a school that we do in daily life.

For example:

We can't achieve more skills from our books but we can be mastered if we try different from the book and try something new.

If we just try and learn from our books then it will be too much harder to achieve everything's skills from reading book beside reading we have to work and search for it and again trying is best option for success and growth.

We know that knowledge is more important then everything else but also without skill even knowledge is nothing.

If we don't have skills then we don't know how to use our knowledge and our skills comes from doing different tasks and without trying something different success is hard and growth of mind is impossible.

I am agree with Emerson and what does he says is based on his experience and if we think of those things then we can find the right answer.

As I mentioned life is hard and our life need more skills to go further and getting mastered in more then one profession will make us famous and successful in our further life and being famous and successful needs more hard work to try different from what we already know.

Work hard, be active and don't fear because time doesn't wait and our growth of mind and success comes from try different and hard in our life.",Male,10,Asian/Pacific Islander,592,678,662,23,28,23.64285714,58.01724442,29.6460177,201,678,Independent,Economically disadvantaged,Trying something beyond what you have mastered,3.5,3.5,3.5,3,3.5,2.5,3,train
2CAAF1F40F49,"I would say, i would agree with what albert eistein said. It is good that imagination is more important than knowledge because there are so many ways of using it in real life.

For starters, it can help you achieve something or somewhere in his or hers life. Because, they or you can use your imagination to invent something that can benifit the world or daily sociaty problems. It also might have you even more suited for more major important jobs nowadays. For example, a doctor, a sergin, a engenire, and much more.

In addition, it is also veritile on doing it in many other ways. It can't just specificly just of types of sicence studies. It can also be for political or finnetial studies, it can be about mathimatical studies, or about creative writing and jornalism. Politican wise, it can help you to become a lawyer or a judge. Mathmatic wise can get you still to become a sientist or math professor. And lastly, creative writing will help you as a jornalist, a author, a creative writer, or a activist.

Furthermore, without your imagination, your future no might be as good as you planned. Because with out a good job, you technicaly can afford a good shelter, food, or water. Plus at this rate, you might not accomplish anything with a humble life. So that why you need to work hard with your knowledge and imagination in order to have the life that your planning. Because if you don't do so that you might as well call your future doomed.

And finally to sum it all up, your immagination is a important key in your life that can even benifit your life or someone else life. Will you ever consider using your imagination when it comes to knowledge in your life in the future? We hope so, because there are veritile reasons and ways that your knowlage and imaginations great.",Male,8,Black/African American,315,323,321,20,5,64.2,41.86302807,47.36842105,153,323,Independent,Economically disadvantaged,Imagination,3,3.5,3,3.5,3,3,2.5,train
2CD73298526F,"The use of technology has had a negative effect on people's lives, because they tempt to take the use of technology as a fundumental part of their life. They get so attached that they miss beautiful moments, people or opportunities, life is full of extraordinary places and people to share life with but why make all that dissapear just to be on a phone or any other technological device.

Technology can be consider a threat for families. Why would it be consider a threat? Well, let's say you and your family are going to Generic_City, you go to the best hotel an as soon as you get there your wife, your children or even you go on their phones immediately without wanting to do or go anywhere. There could also be another example with that, a family reserves a table on the best expensive restaurant in Generic_City and as soon as the family sits down they all go on their phones, even the parents gave that example instead of them wanting to have a nice family dinner. Families lose the connection due to cell phones because just like that family had a date with their phones and not with their own family the connection starts to decrease and after all that it'll be hard to have that open conncetion with your family. That's consider a threat because you're letting the use of technology define how your family will be or do things in there lives. It could also be a positive effect because and not all families struggle with the addiction to technology, people such as; doctors, judges, lawyers, businessman, etc... They have a job and the best way to keep in contact with people that need of them, they have to always be using their cell phones or computers to be in touch with them no matter where or what they are doing. But that shouldn't be any excuse not to have a family time, family comes over everything, you can't miss moments with your family or else you'll regret it in the future you'll just remember being on the phone that entire time. Don't let technology control you or your family.

Love could also vanish do to the lack of commitment with your phone. Relationships now a days are very different from back then, they don't get to be more romantic well they could but maybe through texting. The love they had for each other could easily be broken do to social media, either the guy or the girl could possibly find someone else and cheating happenes, I know that does not the whole reason why but it does affect you in a way. Let's talk about Khloe Kardashian, she being a famous women had to receive the bad news of her baby dad cheating on her moments before she gave birth. In some cases couples don't get to enjoy their date because one of them is in there phone. I've seen that breaking up through text is the biggest excuse for a men or woman, if social media didn't work like it does now there woulndn't be a lot of cheatings. Social media could also be used for good, if you are in a long distance relationship you have the opportunity to talk to your significant other across the world and also because you get to know someone you might marry in the future. But is still bad, social media causes a lot of things to happen such as suicide or having eating disorders or even bulling.

Technology has a negative effect on most kids in elementary, middle or high school. Back then you woulnd't see little kids having the latest phone, because the new generation that is coming is more open minded about how ""society"" works. There might be things I don't even know and yet you ask a seven year old kid and they know it already, Society has changed a lot from when I was a little girl to how kids are now. KIds are mostly connected on their phone most of them just want to stay home and play Fortnite, not only kids play that all grown ups which makes them looks so childish in my opinion, while before they would really want to go outside to play any sports they could. Little kids having phones at there early age makes them have bad grades in school because there main focus is texting, videos, or video games which don't take them anywhere. The percentage of students having good grades has decreease in a way that surprises you. how many times you see little babies asking for their paretns phone and what do parents do, they give them there phone because they can't control their children what will make them obey is technology. In some way it could be good because they get the chance to have more opportunities in school wise, like having computers in our home helps get your grade up if you use it wisely, some parents don't have the money to buy their kid a computer while schools does provide some don't take a good opportunity. Just look at how children are attached to there phones. Focusing in school will give you so much opportunities that will take you on a greater point in your life and I feel like that is what we need to make all of them understand.

In conclusion, Is good to have technology but don't use it to hurt people which will take them to commit suicide or having eating disorders. Cherish every moment you get to have with your loved ones don't let technology control who you are or who you can be. People don't have the same human contact anymore because they are more worried that they'll get a text that they need to respond as soon as possible. Live every moment to the fullest you never kknow what could happen in ten minutes or the next day.      ",Female,11,Hispanic/Latino,941,1021,995,34,5,199,75.93804095,34.86777669,356,1021,Independent,Economically disadvantaged,Impact of technology,3.5,3,3.5,4,3.5,4,3.5,train
2CDDE76979DD,"I believe that working with a group is better than working independently. I say that because work gets done faster with more people than just one person. Also More ideas would be brought up because other people in your group have different experiences. Another reason is People can get different parts in the work so it doesnt all depend on one person to do everything.

My first reason why working with a group is better than working independently, because work gets done faster and is easier with more then one person. For example lets say i have a group project with 3 other people, I would split it into 4 different parts so one person doesnt have to do the whole project by him/herself. Another example is if you get stuck on some part while your working, your group can help you do it instead of asking other people that are not even doing the same thing as you. Also its easier because lets say Ur sick and you cant get your work finished, your group mates can most likely finish it for you so you wont get stressed out.

My second reason why working with a group is better than working independently is you get different ideas and experiences from different people. For example if you had a essay about living in England, theres a good chance one of your group mates knows something about it or has experienced it by living in England. Another example is everybody thinks differently, so another person might have a idea that you never thought of or it could be the other way around. Also when you have more then one brain working on the same work then ideas keep coming up from each other like its a chain of some sort and you wont get stuck on anything.

My final reason about why working with a group is better than working alone is your future. If you only work independently that means you arent really cooperative with other people or have much experience talking to others, which could effect what sort of job you get in the future. For example if you get a job as a PC support you have to talk to other people and ask whats going on with Ur device, which means cooperating with some random people and you need skills for that. Also if your a construction worker you need to work together to build a structure of some sort, so you would need communication skills for that therefore you really cant improve that if you work independently all the time.

Some people might say working independently is better than working with a group while others might disagree because work gets done faster with more people, everybody has a different experience and knowledge about stuff and its better for Ur future because you have to cooperate with other people and you need skills to do that.  ",Male,11,Asian/Pacific Islander,472,490,489,17,5,97.8,67.09851049,34.69387755,170,490,Independent,Economically disadvantaged,Working with a group or alone,3.5,3.5,3,3.5,3.5,3.5,3,train
2D0A261453D0,"I have a friend who is special to me and I can trust her whenever I have a problem or situation. This friend I have is really nice, a hard worker, and always helps me with school things a lot. Sometimes when I struggle she is always there and knows when i'm trying to hide my problems away from them.

I met this friend in fifth grade my friendship with my friend is really special. Now, I know what their personality is like, and when it comes stressful, wonderful, sad, special, and other moments in their life I can always find a way to make them feel better. I can always count on them because they know how to always work things out, they can also be very fun and silly at the same time which is great. We can always study together, play games, and do a lot of fun activities. We always joke around about a topic and create silly ideas to make it funny and entertaining to make more jokes. We were really happy to be with each other even though we had to know each other more.

I only met them in fifth grade but we became really close in seventh grade. When we entered in seventh grade they didn't have any of their friends in any of their classes, I was, but in only one. This only class they had me with them was the class we had every day to see each other in. They didn't know anyone besides me because we had already met but they didn't know anyone. They were really shy back then but I helped them to make more and new friends besides the ones they already had and me because I was in only one of their classes but not in the others. Then they made new friends in other classes which they are still friends with other people, they introduced me to their new friends and they were really nice and I was really happy for them being friends with new people.

We both know that their a really hard worker, they could also be trusted and a special friend. Now, when it comes to us being older we might fade away from each other as time goes by, no one knows when one of us will change or leave but, if we get separated and change I will know it's them only by looking into their heart no matter how much they change I will find them again because once a best friend always a best friend.",Female,8,Hispanic/Latino,428,435,430,17,4,107.5,43.03182042,39.08045977,170,435,Independent,Economically disadvantaged,Learning from the experience of others,4,3.5,4,3.5,4,4,3.5,train
2D194F068B93,"I agree having a positive attitude is the key to success in life. To have a positive attitude is hard because imagine waking up everyone morning with a positive attitude is hard. Because in this world that we are living you will not go a week without somebody having to mess your day up.

Having a positive attitude, can sometimes be hard for some people it depends on how that day begins in how it ends. Life has a lot of choices and a lot of path you have the make you own choice im make your path with a negative attitude you can never accomplish anything. If you don't know how to treat people; you don't know how to act than you won't get anything possitive out of that. At rhis point of time your attitude is everything you attitude well who you really are base on how you act, how you carried yourself, that will tell who you truly is.",Female,12,Black/African American,160,165,162,7,2,81,32.08355091,53.33333333,88,165,Independent,Not economically disadvantaged,Positive attitudes,2.5,2.5,2,2.5,3,2.5,3,train
2D3E794C5206,"Our world if full of a lot different people from around the world. And we all have different goals and diffrent ways to see our life. Thoma Jefferson wrote ""Determinenever to be idle..it is wonderful how much may be done if we are always doing."" as

I read this quotes

I strongly believe that we acomplished more if we are always doing something. if everyone would think the same way we all can reach beyond more. Students now days they don't have a lot of goals or motivation in life .And if we determine ourself to keep going; we will succeed in life. Attending collegue or always being involve in daily activity such a yoga clases, painting or being involve in afterschool programs. It will determine us not to be worthless.

First of all,as we finish HIgh school we all should attend college . And keep our education going beacuse the more knowledge we get the smater we are. I personaly feel that i acomplished more when I focused on reaching my goals.

As a prepare myself to graduate this year from High School. Im looking forward to go to colllege to study Early childhood. Attending college is going to be one of my biggest dream. And looking foward to become a professor. The key to sucess is to work hard.

Sencondly, being involve in daily activities give people joy and feel motivate. Some people loves helping in after programs or during school. As we get involve in this activies; we acomplish a lot by helping people that they need and also it helps us humas to be better for our community. My sister helps an afterschool program that helps the little kids to do their homework and some crafting project . She shares with me that working on this gives her gratitude and is helping her on the career that she is studying. Persuing this goals brings us pleasure because we are helping others.

At the end, the sociey we live in today, we all think and act differently but, if we all implement the quote the Thomas jefferson wrote; we will be living a a complety different planet. It is admirable how much it will be done if we are always doing something. We don't see how much this changes impact our daily life until we impliment them. I feel that attending to college while working is a great choice because it can help persue peoples dream and accomplish more in life. ",Female,12,Hispanic/Latino,406,416,414,26,7,59.14285714,58.11421865,48.07692308,200,416,Independent,Not economically disadvantaged,Being busy,3,3.5,3,3.5,4,3,3.5,train
2D508127DEF1,"There is a debate today day about whether the students should study from home or school. Many people agree that the appropriate way to study is going personal to the school. My idea is that they are well understanding when the students go to the school because they have mutiple attention. Here are some reasons why many students master a course in school rather than online courses. First they can ask questions at any time, second improvement on learning new topics, and last friends support in group work.

First, many teenagers who take online courses still have questions or guesses on their answers. Here some reasons why many on the students does not master some courses. The classes related with Math, Chemistry, and History are the complicated for most learners. Those who are assisted by a teacher are the ones with the chance of clarify any problem related with numerical or logic problem; also the teenagers can make corrections in their work by asking for solutions. While the students with online courses are involved with more guesses, but the course program does not provide clear answer or does not provide an answer.

Second, the improvements in schools classes vary depending the faculty member you are with. Online games made by the teachers related with the actual topic makes the topic easy by practicing in the game, also entertain them at the same time keeping their minds relaxed and widely open to process more information within the game. Other teachers prefer individual activities with certain amount of exercises provided in previous classes. Those improvements help to find new ways to solve a problem, hints, and interpretation of the problems. The online courses does not provide incentives for students allowing them to decrease the interest in the process.

Finally, friends. They provide self confidence by asking an unclear problem and having different points of view at the same time. The opinions provided for the people you know encourage them to keep it up; there's some times the teacher explanations does not clarify at all and your group provides detailed explanations of a process. The efficiency in the group is enforced by dividing the labor and finishing soon; them the work can be shared with the people at the table, explaining how the process was made, and at the same time they can make corrections in what the other person have done. Different than the online practice made by the person self can take weight longer to get an specific difficulty.

Those are the reasons why many people prefer the schools rather than house. The help in questions by the teachers, improvement in learning in different ways, and the support of people you know and you feel confident with. Those reasons allow students to be better at something they aren't with the help of someone that knows more about the course. This people that provide assistance is a boost to keep track in school related.",Male,12,Hispanic/Latino,474,494,492,24,5,98.4,60.70474906,43.31983806,214,494,Independent,Economically disadvantaged,Distance learning,3.5,3,3,4,3,4,4,train
2D5A9BEEB30D,"Do you agree or disagree with extending the school day. I disagree with extending the school day. The 3 reasons why i disagree with extending the school day is that the students will get home late,the school will need to spend more money on students,and the students will get more tired.

First of all,the students will get home late. The students won't have have time to do after school sports nor activities. The kids will not have time to do homework nor study. The students won't have time to do fun things on their own time.

Additionally,the school will need to spend more money on students. The state will need to raise taxes for the schools. The school will need to spend more money on bills for utility. The schools will need to spend more money on supplies and food for kids.

Finally,the students will be more exhausted. The students will be exhausted because they will need to do work for extra hours. Students who do after school sports or activities will not get enough sleep because they will be getting home late. The students will get home past there bed time and they have to eat dinner.

In conclusion,the three reasons why is disagree with extending the school day is that students will get home late,the school will need to spend more money on students,and students will be more tired.",Male,8,Hispanic/Latino,192,241,231,16,5,46.2,30.52272084,32.36514523,78,241,Independent,Economically disadvantaged,Extended school day,4,4,4.5,4,4,4.5,5,train
2D63639F997F,"Is it having a possitive attitude the key to succes in life?

If someone would ask me if a possitive attitude is the key to be succesful in life. I honesty would agree with them. Because in a big part of life everyone is going to have to deal with ups and downs, Some more than others but everyone have to go through something bad for something good to happend. everyone have to fight for what they want, and on that fight is going to be bad parts and good parts but if you stay possitive most of the time you are going to win the fight , accomplish what you were loooking for and be succesful, But if you aren't just keep trying and be possitive everytime.

Always have possitive thoughts a possitive attitude and keep trying, Get up over and over intuil you accomplish your dreams, Do not give up because if something i have learn is that if you give up and think negative, you would never be succesful and know what you are actually capleble of, Thats why a lot of people is just stock in the same place because they are scare for what is going to happen, Because they have more negative thoughts then positive ones, That's making them not be succesful in life, thinking that they are better where they are and not where they can be.

A example from my life is when life just decided to punch me in the face, just change my life. About two years ago when i was in freshmen year of high school, my doctor told me that i have a bad arteria is the vein that gives oxygen to the heart, So i had to have a heart surgery.

This is how everything started, One day I woke up got ready to go to school, went to school like usual. at the time I was in middle school, Generic_School, I was playng soccer and i have got to tired went to the bathroom I felt like something wasnt right, I drop to the ground and felt nausia, I didnt give it any atention and just kept going with my day like normal. Almost around six months later i had another mini heart attack, But at the time i didnt know what it was. I was just laying on my bed and i just started feeling a sharp pain in the chest, But it went away in about 30 minutes. when everything got serious was later on about another six months later when I was at school at the time i was almost finishing freshmen year at Generic_School, my chest started to hurt badin class, So what i did was go to sleep in class and see if it would go away, Then when i woke up the pian wasn't there anymore. I wen to my house and about 4 hours later the pain started again and it was bad so I told my mom and we went to the emergency room in the hospital. At the time i had a infection in my trought so the doctor said that it was doe to the infection, then they told me to go to a heart specialist. The apointment was on a monday my mom had decided that we wern't going to go so she call the place to cancel the appointment and they told her that it was important for me to go because it was something serious. They told us that what i had was mini heart attacks, he told us that i was going to have to get a heart surgery because there was more posibilities for me to die of a heart attck then to die during the surgery, so i didnt have any other choise more then take the chance and have the surgery done.

The whole time i was pissitive, I wasn't scare at all i didn't have bad thoughts. So the day that i was going to have my surgery finally came. The doctors read to me all the chances that i had to die if something went wrong bacuse they had to stop my heart and conect the veins t a machine so they could work on my heart, i was just calm and thinking possitive all the time with a smile on my face and having a possitive attitude. I had my surgery and everything went perfect in a week i was out of the hospital, In about three months i couln't wait any longer so i got a job start working making moneyand going to school, always possitive. And now i am makin almost

$1,100 per week and i'm just 18 years old still bought my second car crash it fix it and sold it then I bought me a 2017 Subaru WRX STI and my life is just going better and better some down and ups but getting up no matter wha, always trying and giving bad moments a smile and always possitive because things always are going to hapend but that's how life is. I dont know where i would be right now if i had a bad attitude all the time, and negative thoughts, thanks god i'm still here alive.

Hope you guys like it and remeber always possitive attitude.     ",Male,12,Hispanic/Latino,853,896,886,24,8,110.75,36.87512318,32.8125,294,896,Independent,Not economically disadvantaged,Positive attitudes,3.5,3.5,3,3.5,3.5,3,2.5,train
2D6FA4DEBFD6,"Its a good idea for students to commit to a career at young age because their ready for work, they have specialized classes, and they will already have a plan figured out.

My firsr reason why I agree for students to commit to a career at young age because they give you opportunities after graduating high school. you won't find it hard to figure out what you really want after graduating high school. once you have enough work experience, it will be interested in college. this can save you form career mistakes, and save you time and money. also you will be more competitive when applying for college. and your experience or part time job can build a srtong profile for you as an applicant.

My most important reason why I agree for students to commit to a career because ,It gives a sense of direction to our life by giving life a purpose worth fulfilling. Achieving career of satisfaction to us It also helps us attain certain status in life and society.

In conclusion, these are the reasons why I agree Its a good idea for students to commit to a career at young age because their ready for work ,and they have a plan what should they do after graduating high school and they have experience these will help them when they plan go to college .",Male,11,American Indian/Alaskan Native,216,229,229,10,4,57.25,62.10482203,47.16157205,108,229,Independent,Economically disadvantaged,Career commitment,4,4,3.5,4,4,3.5,2.5,train
