id	prompt	essay	language
511	Lifestyle: Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. Which do you agree with? Use reasons and specific examples to support your opinion.	"I just finish my lunch time, and before prepare everything to go to work I was thinking of you and I wanted to give you a small surprise with this fantastic photos, I hope you like it. Norouz:  It meaning new day of the new year and  takes place on 21 March (first day of spring )this day very important for us because we cleaning our house ,buying new clothes just for new year .The major things in Norouz day is haft sin table and include the seven items which start with letters ""s"" . There are also different ways to be successful in life. Some think that it comes from taking risks or chances, and others think that it results from careful planning. It may be cause increasing wight or reducing the number of necessary vitamines which our body needs.In my view the reason of having more energy during the day lies in the diet program which is followed by each of us.In conclution if we have decision to living long following suitable diet is crucial and unavoidable. Besides, it’s also an environment problem, exhaust fumes engulfed the earth, more car is used, more exhaust gas release, we are killing our mother. First reason is that there is no certain answer for the success. Like the first sentence in the essay, what people think of the success is different for everyone. Some people say that a tripp by car is more convenient that by the public transportation, but that statement has a lot of issues if we think about the limitations.It is true that travel to a nearby place from your city, it  is more comfortable getting there by car, and the ease of have your car to get wherever you want without spending money and time paying  cabs. Therefore, some of the success might not require risks to achieve. Instead, since everyone will have some personal opinion about the success, having a careful plan toward their own goal will be necessary. Waiting for the chances to come with just thinking about the success will not lead them to the successful path. For example, some people can think of success as a ""successful relationship with others."" In this situation, taking risks or chances are actually not required for their ""success."" Instead, careful plans of their actions and behaviors toward the people around them will be highly recommended for their true ""success."" In another case, some people might think of their success as a noticable accomplishment. However, there is no destination with only one path. I bought shoes, clothes and GPS watch,I told myself:now it is a challenge, I must defeat myself .The first day is so painful, I was tired to die when I just ran nearly 3km, but things becomes better and better, and now I could run 10km. Second reason is that chances come from planning. Chances are surely one of the best opportunities for people to advance to the higher level. However, grabbing those chances are not that easy, and the plans must be the base of it. There is a phrase saying ""Prepared one can grab a chance."" This indicates that whatever chance comes to people, they can't grab it unless they are prepared for it. Therefore, planning for the success must be the first step to the success, and chances are things that people can expect as the second step toward the success. My town is very beautiful and I like it very much because it is not any dirty streets in it  The governor of my city seek to develop it and he said it will be the capital of delta actually after 30 years ago the people in my town deal with rubbish by healthy method , the citizens collecting the rubbish and threw it in big boxes far away the city. There must be some risks or chances during the way to the success. There can't be no risk. In these situations, it is impossible to clearly say that everyone will successfully handle their risks. One of the main advantage of family is the recogniton you have been given in specific age , children required special attention to grow up well , and that can only be given by family .For instance,  homeless children are more likely to fail in their education , job and adapt to society. The biggest anecdote, that I have with my friend, was our trip to Disney world.Where we could visit all the parks of Disney , like Animal Kingdom ,Hollywood studios and Magic kingdom.In adittion we could visit others parks, like Universal and Bush Garden. Planning doesn't contain only the steps to the destination.. The village I live, there is a lot of vegetation for that reason we try to protect environment, some of the things we do is to give mantainance every week to the vagetation zone checking if there is any garbage, to avoid this we teach the younger´s enviromentalist actions so they don´t throw cans,paper,or,candies to the floor they also can help the older people, there are cases which a person throws garbage to the street´s,floor or to the vegetation to avoid that happening again we have a punishment that is to pay some money if the don´t they wont be allowed to enter the village park and zoo again, unless they were visitors, in that case we told him or her the way we live in the village and, we give him or her advises to keep a beautiful place without garbage. All of these will provide the guideline for people who can be lost in their way by the failure to the risks. For example, some people might have failed some missions which should have been done according to their plans and the extra time formed unfortunately. That means he is a careless, who always drives too fast  But public transport has advantages: If we uses it is the essential transport to travel. If there is nothing to do, then they can think about another plan that can lead them faster toward the success. Careful plans are mostly necessary for the success because there is no certain answer for the success, chances can be grabbed with planning, and plans provide guidelines. Taking risks and chances are not unnecessary, and they are also helpful for taking the success, but plans will be more necessary because this will be the base form of the every step while pursuing the success."	3.5
512	"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends."	"Dear editor, @CAPS1 do you do all day? The answer to that would probably be sit down in front @ORGANIZATION1 a computer all day. My friends say that this is very unhealthy, research as proven it and my mom has had experience with the computers. This just isn't healthy for our envierment and people. Then if you want we could go to the restaurant of the city later if you want we could fiand a job for three months, in my opinion a good job for three months I could be the waiter because the waiter get much money in the three months of the summer. Most people who interact on the computer all day don't have a stable diet or even a good excersice ruinte. They say that all the junk kids and grown-ups acumulate in their daily life is unhealthy and will never go away unless they get up. Sometimes, some tv shows are so great that helps you in determinate class,for example, Animal Plante can help you in biology, The History can help in history, etc... In my opinion the television can be good as books, and can also be a form of learning as good as only reads books, because TV is something fun, so you can learn and have fun at the same time. Dr. @ORGANIZATION1 has done extensive research and has proven that computers are bad for you. @PERSON1 has gone all over the country to talk to people, and he specifically stresses that more people should get out and enjoy the nature but, no their sitting in front @ORGANIZATION1 a computer which is not good for them. He's taught people that @PERCENT2 @ORGANIZATION1 the time if you get out and have fresh air your life will be so much better. My mom has had experience with computers and asures me that when she was younger you couldn't just sit there and not get out. She says that it's important to interact with your family and friends so you keep a stable relationship. Talking to your family will keep them intact with @CAPS1's going on in your life and hanging out with your friends will help with having more @ORGANIZATION1 a life without your household. Then if you want we could go to the restaurant of the city later if you want we could fiand a job for three months, in my opinion a good job for three months I could be the waiter because the waiter get much money in the three months of the summer. Editor you've done a wonderful job since you've taken the job! Strange things happen in the house, they are ""intruders"" in the house, anne saw many times someone called victor who ""play`s"" and the mother thinks she is lyeing but after a while she believe her and started searching for the intruders. I'm sure your next article will be a wonderful dream to people stating facts."	3.5
513	What are the advantages of taking online courses in college? Give specific reasons and details to support your opinion.	"COVID-19 has changed our daily life. We never forget to wear masks, and we never
go to a place where lots of people gather. Similarly, college policies changed a lot. Colleges
started to teach students online. Some people disagree with online lecturing because they
think students can not concentrate on studies through the internet. However, in my opinion,
taking online courses in college has advantages. First of all, online courses save both teachers&#39; and students&#39; time. While I were in ANDRAPRADESH every year we have Christmas function in December although we are not interested to attend Drama they were not leave us without participation even simple character.They gave me a character like THE GOD .Firstly I never aware about how act and do this particular character.And from October to till December we practise everyday after our study hour up to eleven ""O""CLOCK.DAY BY DAY  I learn and finally I did my role well.Then I think myself why I wasted all my school days . So, they do not waste their time on commuting. According to the information donne, the most used is the car thus most of the families has one, but the public transportation is getting more and more common for those ones who want to preserv the planet and develop other alternatives more respectfully with the planet. Since teachers provide videos that they record before the class, they do not
need to spend their time to make students concentrate on the lecture as on offline classes. The second advantage of taking online courses is that it offers students a better
understating of lectures. This is because students are able to watch lecture videos again. Using my personal experience as an example, when I miss what the teacher says during the
offline course, I have no choices but inferred the context. I think my town really take care of the environment,because there are a lot of parkｓ in this town and these are very clean.However　some people are not care of environment　that mean some people throw garbage away in the park.I think almost everyone loves parks because a lot of people go to the park and having　lunch,picnic,excersise,nap etc.I think after eat something at the park then clean themselves is good. Sometimes the employers do strike and we clients do not known in time as a result we can not get on time to work,that is one of the disadvantages of using public transport. To summarize, online courses have advantages to both teachers and students in
college because it saves their time and gives an opportunity to students to understand the
lectures. Abortion is an immoral act that people make as everyone has a chance to survive and nobody has the right to decide for anyone life.Abortion has to be taken seriously in order to avoid these immoral action as these fetus are being deprive of their right since they have already a life.People had to be sensitize about abortion in order to decrease the number of women being abort.Furthermore,abortion is very dangerous and a great number of women had been death with this.Children has to be protected before and after life,it is why abortion has to be stop I also recommend other students to take online courses and teachers to conduct
online classes."	3.5
514	"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends."	"Dear Readers, @CAPS1 of the most important inventions of the past decades is the computer, and it has its pros and cons. I think people spend to much time on computers, especially teenagers. They spend to much time on @CAPS2 and @CAPS3, and not enough time outside enjoying nature and playing sports or exercising. While they @MONTH1 talk with friends with @CAPS4, it is not the same as going to the park with friends and playing a game of baseball. Families also are distant form each other when they sit around on @CAPS5. But, the public transportation have a lot of future bacase a lot of reassons, first the time, if the place you want to reach finally is really far the different type of vehicles of public transportation will get you there faster than your car, also the complications about the field, like if you want to go from America to Europe there is no highway that cross the ocean you need an airplane and unless you have one, you will cannot reach travel between continents with your car, a different reasson is politics, because if you want to go from anywhere in the USA to Alaska you will not need to pass through Canada, the commodity is a really important reasson because drive for 8 hours is exhausting and it will be unsafe also, the economics is a factor to, because the attrition of your car it will be more that in the normal use and the price of food and extra stops that you will need to do, it will be expensive that in public transportation. I sure we all know at least @CAPS1 obese person or teenager. Them they drink a cafe that give them many energy to construct faster the building, this café has a combination for the people can to live all the night. There was a island that each year in some moth come a hurricane this island is located  in a equator then the people went to this island currently but they can´t went when the hurricane is there because they can dead in the hurricane. I strongly believe that grammar is not the most important element to speak English, if you know grammar you only know certain rules to write, but I think that speaking is most important than writing, because when you go to anyplace in the world, you have to be prepared to talk and understand whatever they say to you; in this part you may notice that if you don't know vocabulary, you wouldn't unsderstand anything; but here is another topic, whether you understand or not, you have to notice the way that people talk to you, and try to realize what the person is trying to say. I will bet that everyone who reads this knows someone like my neighbor. In the end, large colleges admit largest number of students, so the student may do establishing friendships more from different nationalities, also it serves the community by graduating many students in various majors. In the future,people will go out of the Earth .Because of the damage,people on the ground can't survive.When they want to find foods,there will be nothing.Even of the grass can't alive on earth.Thought,but most people do not be the member of the team of alive.Cause of lots of damage,but they didn't Take responsibility.I wonder for sixteen years.And I don't know if they were change their mind in after the next fifty years. Instead of going to the gym or the soccer field with friends, they got to the computer and talk and eat junk food. They spend their time watching pointless @CAPS5 videos, while they should be playing baseball or football. Doubters say you learn hand-eye cordination with computers, but you can learn better with sports. Computers are a large factor in obesity because they encourage @CAPS1 to sit around instead of doing standard @NUM1 minutes a day of exercise. The next pressing issue is the amount of reading the average teenager and @CAPS9 does. I would say that the average gets about @NUM2 minutes of reading a day because they are to busy chating with friends on the @CAPS6. I have a cousin who reads about a book every @NUM3 years and fail every test he gets and has stayed back @NUM4 times, but instead of reading and learning, he is chating and texting. He wastes these excellent educational opportunitys while their are people in underdevolped countries like @LOCATION3 who are lucky to own a book. I know more than @PERCENT2 of the kids in my class do not read anything execpt the required reading and that is because they sit around on the computers wasting @CAPS10 is about @NUM5 and that number is decreasing because of the lack of reading done and the time on computers spent. I have seen survey that say @NUM6 out of @NUM7 spend more than @NUM6 hours a day on computers. These statistics and quotes have left me thinking, how much time do we really need to spend on computers instead of reading or else we will turn into oversized monkey who can't even rad. The computers and @CAPS6 are doing more than just erasing brain cell and are health, they are taking away the expriences that we could have outside in nature. we bocome not only older but also wiser .we learn but the most useful thing to learn is to get in alot of experiences & for sure to make mistakes .but we have to be honest with our selves by admitting our mistakes to avoid them in the future . What beats sking down a large slope, or climbing the @LOCATION1, certainly not computers. Environmental changes really need in the current situation.People contribuation is very important in this matter.The report explains how my town people taking care of my surroundings and to preserve this planet in a betterway. They sit and tap on the keyboard instead of walking nature trails and walking on the beaches. They sit on old moldy chairs and stare at computer screens, unlike the people enjoying the butterfly gardens and wildlife preserves. Instead of taking steps to help the enviorment we are siting on the computers sleeping and being mesmerized by the light of the screen. We should be preserving and learning abouy what is left on the planet, but we are not because of these computes and the @CAPS6. I have present a strong arguement against computers that you @MONTH1 listen to or not. I strongly urge you to take action to start reduce time on computers spent. Set up programs at your house or town for turning off the computers. We need to do something now!"	3.5
515	"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends."	"Dear Newspaper @CAPS1, @CAPS2 has come to my attention that there is a massive increase in people using computers in society. @CAPS2 can have its positive effect on people, but too much of @CAPS2 isn't a good thing. Spanih´s food is fantastic, althouh there are a lot of restaurant for eat you and i think that the food is more expensive than your country.If you don´t like spanish´s food you can go restaurant the other country, but i know you love it. We all know using computers helps people with all different kinds of things. They can help with business, interacting with family and friends, and you could even just use @CAPS2 for entertainment. Consider both aspects that can be concluded that government should respect the human right and set up a new department which use for people who want to apply to complete the military service. There should be some way of telling the people that this is happening and is a concern. So I think that we should try to combine what people like to do on computers, with what they should be doing more often, like exercising. we bocome not only older but also wiser .we learn but the most useful thing to learn is to get in alot of experiences & for sure to make mistakes .but we have to be honest with our selves by admitting our mistakes to avoid them in the future . We all know that computers can be a good and bad thing. They teach hand-eye coordination, give people the ability to learn about places and people in the world, and so much more. They also have bad effects, but that doesn't mean we should take them away from people. And you shouldn't be outside all the time, for the whole day. So I think there should be a limit on how many hours people spend on the computers per day. This way, people get what they want, and they have some time off of @CAPS2, too. Obviously as a result there should be something done about this computer concern. I hope I have persuaded you with my well-thought out thoughts and ideas. And hopefully they will lead you to an idea that will end in a helpful change in society."	3.5
516	Some people think that the family is the most important influence on young adults. Other people think that friends are the most important influence on young adults. Which view do you agree with? Use examples to support your position.	"In modern era, a crucial issue about  the cause of affecting positive/negative effect to young adults is discussed by many people. Some people believe that the family is the most important influence on young adults, while other people claim that friends are the most important influence on young adults. In this essay, I argue that the family is the most important influence on young adults for some reasons. I know that I am a suitable person for this job, and I can say that nobody is better than me for this incredible job, because I have been travelled for all the world and in this experience, I have seen in the necesity on work to fiance my journey, so the I have dedicated to work on summer camps, and I have a lot of experience in this. In many times, people try to join the groups like friends(it is not exception), clubs, etc. In this shopping center I bought new blue skirt.After that we went our favorite art-cafe.We like it because cafe has beautiful design and tasty food .After that we went to walk on embankment.It is all our plan.Hope to hear from you soon! Many people want to make these relationships, and in lots of situation, they may get some stress from these situations. However, family is the only group that people join without some trying. It can make many people comfortable, and it can also decrease the stress from social relationships because of the reaction of blocking relationship from outside. Therefore, family can make the most important influence to many people. Second, family is the base of behavior for many people. For many people, the house and family is the base of many social or rest behavior. For example, many young adults sometimes play outside with friends, trip to out of local place, and etc., and they almost  think about the effect of family or house in the first of planning. It can be the clue to the opinion in this essay. Despite these specific logical  reasons for my opinion, some people still claim that friends make most important influence to young people because of the group that share most times to play with and the group that share their active or hobby. Although these reasons are also valid opinions, I still argue that the family is the most important influence to young adults because family also share their hobbies like ""family picnic"", and they are the main people to know many people's mind and pain. But, in this moment the people think different, is to start to help the world and  Contamination is big problem for us and the planet. In addition, family also give great positive effect to study to many students in schools or universities. Then, how about to go to your family and explain about their positive effect with ""Thanks""?"	3.5
517	"We all understand the benefits of laughter. For example, someone once said, “Laughter is the shortest distance between two people.” Many other people believe that laughter is an important part of any relationship. Tell a true story in which laughter was one element or part."	"From birth to young adulthood, kids are raised by their guardians or parents. Football is the most popular sport followed in Italy and in Europe, in fact there is some important tournament where participate all important Europe team,They are called ""Champions League"" and ""Europa League"".football is a team sport in fact in this sport participate everyboby without exclude nobody. @CAPS24 parenting children requires being firm and strictly reinforcing rules. The result of this however, is the child leaves their parents prepared to live their adult lives outside the home.It is safe to say that although I am a still a teenager, I have learned quite a lot about raising kids. My knowledge mostly being based off of stories passed down to me by my parents and grandparents about their life lessons. Being ""in on"" these small, yet significant bits of history is quite enjoyable for me. I'd have to say that although many of the facts about the ""good old days"" are great, it is the almost tangible memories which my family connects with laughter that are the most significant to me. My @CAPS1 grew up in the @DATE1's living in a small yet average sized house with her @CAPS1, @CAPS3, and four brothers and sisters. The main subject which is the focus of the stories my @CAPS1 retells about her childhood come from memories made at the dinner table. It was her @CAPS5's (my @CAPS6's) goal, for his children to learn proper manners and standard etiquette. In my opinion, Family is the place that had you best friend can help each other and know each.In the Taiwan,many of people have to take care of them parent when they get old,but the point is what if you can not survival,I mean you don't have enough money to raise you parent.Back to the topic,I don't know well any of member of in my family,I don't trust them,honestly. For an average, fun, causal, and not so dignified @CAPS7 family, that was a lot to ask. Throughout their childhood my @CAPS1 and her siblings tried their very best to behave and do as they were told at the dinner table. The only common occurrence that was particularly displeasing to my @CAPS6 was when someone spilled their milk. This fateful event happened almost every night. My name is Abrar saeed Al-mubarak.I'm 13 years old.I live in Saudi Arabia(Riyadh)  .And i'm in grade nine.I have 9 sisters with me we 10 .And 9 brothers.I really love to learn English lounge & French lounge spinach lounge  .And I speak Arabic . Whatever the reason, it was somehow hysterically funny when this occurred. The only catch was, that laughing at the table was frowned upon for it seemed to break the formal mood the family strove for during the evening meal. Laughing and spilling milk were two actions not encouraged at the dinner table. However, I have no agree with this statement because the public transport is needed for someone who are no have vehicle or economic downturn. in modern day there is very little public transpotr are used,ganeral public prefer much faster and conveninece  ways of traveling  around.though the pulic transport are used in mager citys to avoied traffic conjustion,it is wlidly reconizge that public transport are eco friendly. Instead, it was my @CAPS6. When the initial incident occurred, the whole family was in a state of shock. In effort to clean up the mess everyone donated their napkin, while their @CAPS3 maintained a controlled but disgruntled demeanor. When all was cleaned up, the family went on with their meal and on my @CAPS6's face was a subtle yet unmistakable grin. When anyone miss to pass the ball or miss scored a goal we shouting on his face are you crazy how you missed this goal ! Most of my @CAPS1's family lives in @LOCATION2 so they enjoyed coming up to visit their @CAPS1 and @CAPS3 (my @CAPS21 and @CAPS6) at the holidays or whenever they were able. During these times when the entire family is able to gather here in @LOCATION1, there is hardly ever a somber or serious moment at the dinner table. As my @CAPS3 would say, ""@CAPS24 we laugh so hard that tears run down our legs."" I studied in Kuwait schools , after that I joined Damascus university , the faculty of human medicine , I graduated from it in 2008 with very good grade , then I got the Master's degree in laboratory medicine from the same university (Ministry of Higher Education ) in 2013 with Excellent grade . I feel that my @CAPS6 (who is now in heaven with @CAPS21), accomplished the goal of preparing his children for life. I notice that in supermarkets are using so much plastic just to cover a small thing or are using many plastic bags without even think how vulnerable is for the environment."	3.5
518	Smoking should be completely banned at all the restaurants in the country.	"I strongly agree that smoking should be completely banned at all the restaurants in the country. Smoking is bad for health, not just for the smoker but also the people around them. The service is very bad the drivers are very angry and stressed out these do not lead with cauition, in Toluca exist report of high rates of accidents by buses. If smoking is not completely banned, many diners will either have to suffer in silence and be engulfed in the smoke or to choose alternative place to dine in. The reason for it being completely banned and not partially or fully unbanned is simple. Smoke can diffuse easily in air which can spread to a much further location from the point where the smoker is. The foul smoke from the smoker can easily affect many tables around him. I have to start saying that I never imagine swimming like my favorite sport, because until my back´s injury, I practiced other sports, I most like extreme sports like downhill, skateboarding martial arts like Aikido, jiujitsu or ninjutsu, but for my injury I have to start swimming and now I love it. Thus, other non smoking diners will still be able to smell the smoke. Another reason for banning smoking is that it encourages smokers to quit smoking. With lesser place to smoke in, it will make smoking more inconvenient and can have a positive effect on smokers. Some may argue that smokers have their right to do what they want but if this right infringes on others who have the right to have fresh air, the smokers should just give in. In conclusion, we are assisting to a new tend in transport, every time, they are faster and more developer, with the latest technology included but at the oppossite case, we find also a contradiction, as we found an other trend for the tradictional transport which avoid the pollution in order to respect the Earth I think one of my favorites sports of all is the atletism I love it because it is a sport where you prove yourself, you have to be every day better than you where yesterday, it force you to improve every time, also is an exercise that help all your body, especially the legs because it gives them great strength, but also your hands because they have to be in a constant movement, and all the body in general because you run and your metabolism is accommodated and help you to have coordination."	3.5
519	"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends."	"hello  my name is Mustafa I am 23 years old and I am Student in collage I search for job but I don't find a job I wish that my country become a great country and better and I wish to married who I love her  thank you We go on computers for research, writing papers, or just for pure entertainment, in all these ways computers are very helpful. But, like all good things, too much computer time can be harmful. Sure they provide our lives with knowledge, info on the outside world, & connections with people from just about anywhere, but some of us become too attached with this virtual life instead of living our own real lifes. They were talking about their lives and  he remembered like he knew her on the bus, maybe  she have always been the woman of his live he looked at eyes and smile he wants to ask her whether now is not late to satart to know her but he decided leave the pub he walked to exit. For most people, life @MONTH1 be challenging & the real world to stressing, so they retire to the computer for awhile, & to me this is fine, but when someone were to keep doing this it would become an addiction. Instead of relaxing by taking a walk or reading a book, they go to the computer, this would not be good for their social life or their minds. In my opinion, minds need to think, they need excerise by puzzling over something or figuring out a problem. Sizdehbedar: It means Thirteenth day of spring , on this day people going picnic and spent the day out of  their homes on the nature because they believe that Thirteen number that brings bad luck for them . But it could reach its full potential by doing something else thats not straining your eyes so much. Computers can be good, but not for everything in your life. Now what about your social life Computers can be a helpful resource in many ways, but not if you let them become a destruction. This @MONTH1 happen by letting the computer be your constant companion. Now a days people have come up with online games where you can interact with other people. This isn't neccessarily bad unless your whole social life is only with these online people that you really don't know, instead of with real people that you see at school or meet on the everyday streets so what I'm saying is that a talking with people online isn't bad as long as you put them as secondary friends & have real people come first. There are a few people are using puplic transport, like students and someone had low income.in my veiw, i can say might be the puplictransport going to e close because nobody is going to beclose By car we can just stay with ourselves which can be good because we can listen to the music that we like and we don't need to be around people that are unkwoned but if we chose public transport we can meet friends or family so both trasnportations are good and the cars don't need necessarialy to end up with the public transport. If you do that you will most likely have a much more balanced lifestyle. Making you, your friends, & family a whole lot happier."	3.5
520	Lifestyle: Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. Which do you agree with? Use reasons and specific examples to support your opinion.	"There are lots of moments for choices in life. Some believe that success in life comes from the choice that takes risks or chances, while others believe that careful planning would result in success. In my opinion, careful planning is more important to achieve success for several reasons. One day many years ago in something place that a don't remember the name I woke up one morning more earlier than usual then I went to the kitchen and shout the name of my mother...but no one answered, and the first thing that I imagine is that they come to the town, quickly I went out to find they... But there was no one, absolutely no one, I'm scary, I yell and scream, look and look but I had no result  Suddenly I felt a warm hand that touched my shoulder and very slowly turn but the only thing I saw was a shadow that was holding a knife     I woke up and realised it had all been a bad dream The plan is a part of the preparation, so it is preceded to make any decision. In the end,if it is a good sheet,the porcedure is packaging and distribution,including cutting into separate bank notes,packing,dispatching.If it is a bad sheet,the porcedure is disposal    --bad sheetsand bank notes should be securely destroyed. The one who is already prepared can get the chance, so the plan should be always prepared. In addition, precise planning could reduce the time to reach success. Though the plan is perfect, unexpected situations can occur, then they should be dealt with proper solutions that are already developed. As a result, there would be no wasted time considering new factors, and risks that can happen would be blocked. Some argue that brilliant discoveries, inventions, and research have been achieved by taking risks; however, they would be based on careful planning. My advice of finding work, is a bit complicate because nowadays there are a lot of people without work.But you can been lucky because the summer is very near and the work increase. Careful planning is needed for any moment; for example, during preparation, work, and concluding steps. To sum up, planning is important for achieving success because it is necessary for starting work and sufficient plans can reduce time. Egypt have more historical places such as pyramids is the one of empirical in the world and more people from around the wold come to see this pyramids the wold think how Egyptian people make this building from may be thousand year and still stand without change and more tourist come to take photo in the pyramids and study the stone and how the old Egyptian make this one without modern tools such as cranes and other modern machine more scientific teams come from all the world to study this building and make Egyptian science in more universities around the world to study how the air going inside this building and how it keep the food inside it and how this big stone takes out from far places and come for this place and how this building keep the body of the people after died and how this people leave inside the building and why this building like this and what the benefit of this building and how to make kike this building"	3.5
521	"More and more people use computers, but not everyone agrees that this benefits society. Those who support advances in technology believe that computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Others have different ideas. Some experts are concerned that people are spending too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends."	"Dear @ORGANIZATION1, The computer blinked to life and an image of a blonde haired girl filled the screen. It was easy to find out how life was in @LOCATION2, thanks to the actual @CAPS1 girl explaining it. Going to the library wouldn't have filled one with this priceless information and human interection. Computers are a nessessity of life if soceity wishes to grow and expand. They should be supported because they teach hand eye coordination, give people the ability to learn about faraway places, and allow people to talk to others online. I would like to say for anyone wants playing soccer to be very careful when he plays it because it may cause a lot of injures ,but in the same time it is very nice game. Hand-eye coordination is a useful ability that is usod to excel in sports. In a recent survey, @PERCENT1 of kids felt their hand eye coordination improves after computer use. Even a simple thing like tying can build up this skill. Famous neurologist @CAPS2 @PERSON1 stated in an article last week that, ""@CAPS3 and computer strength the @CAPS2. When on the computer, you automatically process what the eyes see into a command for your hands."" @CAPS4 hand eye coordination can improve people in sports such as baseball and basketball. If someone wan't to become better in these sports, all they'd need to do was turn on the computer. Once people become better at sports, they're more likely to play them and become more healthy. First of all,tourism is a tool that enables people to travel all around the world.Alongside with its development,the ablity of travalling has easened to such a scale that it is now quite common to commute from one country to another.The existence of multinaionals is tightly connected to the idea of tourism,as well as with the idea of globalisation,since a traveller is not only a citizen of his own country but a global citizen. Additionaly, computers allow people to access information about faraway places and people. If someone wanted to reasearch @LOCATION1, all they'd need to do was type in a search would be presented to them in it would link forever to search through countless things. The future of public transport in developed countries is very different, because most people have a car, in   the people who live in poor countries, most people take public transport, because people doesn´t have a car and is cheaper take public transport, the pollution of public transport is huge and is growing third world countries should have, eco friendly transport. Increase tolerance people are. i don't know my name .i don't know my age all i know about that i want to be a great woman ,i want the world to hear my voice , to prove that i can do it  i can do any thing  i am not weak i have woman power Lastly, computer and in technology can allow people to chat. Computer chat and video chat can help the all different nations. Bring on good terms places other than can help us understand story comes out about something that happend in @LOCATION3, people can just go on their computer and ask an actual @LOCATION3 citizen their take on the matter. Also, video chat and online conversation can cut down on expensive phone bills. No one wants to pay more than they have to in this economy. Another good point is that you can acess family members you scaresly visit. This is due to Lima in the beginning  has not had a pant to desing its public road s and highways, and it only has been improvising to build their way without any criteria to transport its population. One they animals went with Ana and give her an incentive for being an athlete or make something else than stay sleeping. their advancements push the world foreward to a better place. Computers can help people because they help teach handeye coordination, give people the bility to learn about faraway places and people, and allow people to talk online with others. Think of a world with no computers or technologicall advancements. The world would be sectored and unified, contact between people scare, and information even. The internet is like thousands or librarys put together. Nobody would know much about other nations and news would travel slower. Is that the kind of palce you want people to live in?"	3.5
